sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
404,SHARP EYE ADVERTISING PRIVATE LIMITED,Sadhna News Madhya Pradesh/ Chhatisgarh/ Rajasthan ( earlier SADHNA NEWS BIHAR ),HINDI,0,,,,,,,
405,Shop CJ Network Pvt. Ltd,"SHOP CJ (Earlier Shop CJ alive, STAR/CJ ALIVE )",ENGLISH/ HINDI/ OTHER REGIONAL LANGUAGES,0,,,,,,,
406,Shopping Zone India TV Pvt. Ltd,Nireekshana TV,Select Language,0,,,,,,,
407,Shopping Zone India TV Pvt. Ltd,Shop 5,"Tamil, Telugu, Kannada, Malayalam and all Indian Scheduled languages",0,,,,,,,
408,Shreya Broadcasting Pvt. Ltd,Hindu Dharmam,TELUGU,0,,,,,,,
409,Shreya Broadcasting Pvt. Ltd,TV 5 Kannada,Kannada,0,,,,,,,
410,Shreya Broadcasting Pvt. Ltd,TV 5 NEWS,ENGLISH/ TELUGU,0,,,,,,,
411,Shreyarth Aaspas Ltd,GSTV (Earier AASPAS TV),GUJARATI/ MARATHI/ HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUGES,0,,,,,,,
412,SHUBH MEDIA PVT. LTD.,SHUBH TV,"Hindi, English, all other Indian Schedule language",0,,,,,,,
413,SHUBH MEDIA PVT. LTD.,Shubh Cinema,"Hindi, English and other scheduled indian languages",0,,,,,,,
414,SIGNET COMMUNICATIONS PRIVATE LIMITED,"AP 24x7 (earlier AP Times the News HQ, KHOJ INDIA )",ALL INDIAN LANGUAGE,0,,,,,,,
415,SKY B (BANGLA) PRIVATE LTD,AKASH B,BENGALI,0,,,,,,,
416,SKY NEWS MEDIA PRIVATE LIMITED,99 Percent (earlier CHANNEL NO.3),TELUGU,0,,,,,,,
417,Sky Star Entertainment Private Limited,Skystar Movies (earlier Sky Star),"Hindi, English, All India Scheduled Languages and world Language",0,,,,,,,
418,Sky Star Entertainment Private Limited,ABZY COOL (earlier known as Skystar Bangla),"Hindi, English, All India Scheduled Languages and world Language",0,,,,,,,
419,Sky Star Entertainment Private Limited,ABZY DHAKAD (earlier known as Skystar Telugu),"Hindi, English, All India Scheduled Languages and world Language",0,,,,,,,
420,SNEH BROADCASTING NETWORKS PRIVATE LIMITED,Adhyatm (earlier ADHYATM BHAKTI),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
421,SOBHAGAYA MEDIA PRIVATE LIMITED,APN (Axis Press Network ) [Earlier known as SOBHAGYA MITHILA/ SOBHAGYA TV],HINDI/ ENGLISH/ NORTH INDIAN LANGUAGES,0,,,,,,,
422,SOFIYA ENTERTAINMENT PRIVATE LIMITED,MKN,HINDI/ MARATHI,0,,,,,,,
423,Soft Tele Network Pvt Ltd.,Bangla Time (earlier known as Khabar Tej),"Hindi, English, All Indian Languages",0,,,,,,,
424,SOFTLINE CREATION PRIVATE LIMITED,MR TV,HINDI,0,,,,,,,
425,Sony Pictures Networks India Private Limited,TEN 4 (earlier name Le Plex HD),ENGLISH/ HINDI/ AND OTHER INDIAN LANGUAGES,0,,,,,,,
426,Sony Pictures Networks India Private Limited,TEN 4 HD (earlier name Sony Rox HD),"HINDI, ENGLISH AND OTHER INDIA LANGUAGES",0,,,,,,,
427,Sony Pictures Networks India Private Limited,TEN GOLF HD (earlier TEN GOLF),HINDI AND ENGLISH (MULTILINGUAL),0,,,,,,,
428,SOUND TELENETWORKS PRIVATE LIMITED,VELICHAM PLUS (Earlier FAST 24*7),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
429,Spoorthi Communication Pvt. Ltd.,10 TV,"Telugu, English, All Indian Languages",0,,,,,,,
430,Squoosh Entertainment Pvt. Ltd.,Dream TV (Earlier Fata Fati),All Indian Languages,0,,,,,,,
431,SRI SAI MEDIA PVT. LTD.,SWADESH NEWS,"HIND, ENGLISH & ALL INDIAN SCHEDULED LANGUAGE",0,,,,,,,
432,SRI VENKATESWARA BHAKTI CHANNEL PRIVATE LIMITED,SRI VENKATESWARA,TELUGU/ OTHER LANGUAGES,0,,,,,,,
433,SRI VENKATESWARA BHAKTI CHANNEL PRIVATE LIMITED,SVBC-2,"TELUGU, TAMIL, KANNADA HINDI & ENGLISH",0,,,,,,,
434,SRM INFOTAINMENT MEDIA PVT. LTD.,KALKI KANNADA (EARLIER: KALVI ),ALL INDIAN LANGUAGES,0,,,,,,,
435,SST MEDIA PRIVATE LIMITED,KOLKATTA TV,BANGLA,0,,,,,,,
436,STANDARD CORPORATION INDIA LIMITED,A1TV (EARLIER: STANDARD WORLD ),PUNJABI/ ENGLISH / HINDI,0,,,,,,,
437,STAR INDIA PRIVATE LIMITED,STAR GOLD 2 HD,ENGLISH / HINDI / BENGALI ASSAMESE / GUJARATI / MARATHI / KANNADA / NEPALI,0,,,,,,,
438,STAR INDIA PRIVATE LIMITED,"STAR GOLD 2 (Earlier MOVIES OK, STAR GOLD ACTION , MOVIES OK) (STAR DIAMOND)",HINDI,0,,,,,,,
439,STAR INDIA PRIVATE LIMITED,STAR SPORTS 1 MALAYALAM,ENGLISH HINDI AND ALL OTHER SCHEDULE LANGUAGES,0,,,,,,,
440,SUB NEWS AND BROADCASTING CORPORATION LTD,ROSE TV,"HINDI, ENLISH AND OTHER INDIAN LANGUAGES",0,,,,,,,
441,SUBHARTI MEDIA LIMITED,SUBHARTI,HINDI,0,,,,,,,
442,SUMMA REAL MEDIA PRIVATE LIMITED,NEWS 7 (PRAMEYA NEWS),ODIYA,0,,,,,,,
443,Sunny ENTERTAINMENT HOUSE PRIVATE LIMITED,Naaptol Kannada (earlier Gnext Discovery),"PUNJABII,ENGLISH, ALL OTHER INDAIN LANGUAGES",0,,,,,,,
444,Sunny ENTERTAINMENT HOUSE PRIVATE LIMITED,Shri Navgrah Channel (earlier Harvest TV 24x7 cristian Channel (earlier Gnext),"PUNJABII,ENGLISH, ALL OTHER INDAIN LANGUAGES",0,,,,,,,
445,Surya Processed Food Pvt. Ltd,Surya Bhakti,ENGLISH/HINDI & All Indian Scheduled Languages,0,,,,,,,
446,Surya Processed Food Pvt. Ltd,Surya Sagar Entertainment,ENGLISH/HINDI & All Indian Scheduled Languages,0,,,,,,,
447,Surya Processed Food Pvt. Ltd,Surya Samachar,ENGLISH/HINDI & All Indian Scheduled Languages,0,,,,,,,
448,T. SARKAR PVT. LTD.,ORANGE TV,BANGLA,0,,,,,,,
449,TAAZA INFOTAINMENT PRIVATE LIMITED,TAAZA TV,HINDI,0,,,,,,,
450,TAMILAN KALAI KOODAM PRIVATE LIMITED,TAMILAN TELEVISION,TAMIL,0,,,,,,,
451,TELANGANA BROADCASTING PRIVATE LIMITED,T NEWS,TELUGU,0,,,,,,,
452,TELEONE CONSUMERS PRODUCT PVT. LTD.,"DHANSU (EARLIER MAHA CARTOON TV, EARLIER TELESHOP)","Hindi, English and All Others Indian Languages",0,,,,,,,
453,TELEONE CONSUMERS PRODUCT PVT. LTD.,MAHA MOVIE,"Hindi, English and All Others Indian Schedule Languages",0,,,,,,,
454,TELEONE CONSUMERS PRODUCT PVT. LTD.,T TV,"Hindi, English and All Others Indian Languages",0,,,,,,,
455,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,Kappa TV (earlier MATHRUBHUMI NEWS CENTRAL),MALAYALAM,0,,,,,,,
456,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS,MALAYALAM,0,,,,,,,
457,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS NORTH,MALAYALAM,0,,,,,,,
458,THE MATHRUBHUMI PRINTING AND PUBLISHING COMPANY LIMITED,MATHRUBHUMI NEWS SOUTH,MALAYALAM,0,,,,,,,
459,THE SANDESH LIMITED,SANDESH NEWS,Gujarati/Hindi/English dialects,0,,,,,,,
460,TIME TODAY MEDIA NETWORK PRIVATE LIMITED,BHARAT SAMACHAR,"HINDI, ENGLISH & ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
461,Total Telefilms Pvt. Ltd,News 1st ,ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
462,Total Telefilms Pvt. Ltd,TOTAL TV,HINDI,0,,,,,,,
463,Total Telefilms Pvt. Ltd,Total Haryana,ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
464,TOURISM AND TRAVEL MEDIA ENTERTAINMENT PRIVATE LIMITED,Paras Gold (earlier TRAVEL TRENDZ TV ),HINDI,0,,,,,,,
465,TRAC MEDIA PVT LTD,VENDHAR TV (NEWS 4U),ALL INDIAN LANGUAGES,0,,,,,,,
466,TRANSMEDIA SOFTWARE LIMITED,1st India Rajasthan (earlier TRANSMEDIA NEWS),"MARATHI, GUJARATI, HINDI DIALECTS",0,,,,,,,
467,TRANSMEDIA SOFTWARE LIMITED,AAMAR CINEMA (EARLIER TRANSMEDIA GUJARAT),"MARATHI, GUJARATI, HINDI DIALECTS",0,,,,,,,
468,TRANSMEDIA SOFTWARE LIMITED,TRANSMEDIA SOHAM,"MARATHI, GUJARATI, HINDI DIALECTS",0,,,,,,,
469,Turmeric Vision Private Limited,Food Food TV,Hindi,0,,,,,,,
470,Tulasi Broadcasting Network Ltd,TULASI NEWS (earlier TULASI),TELUGU,0,,,,,,,
471,TV 18 BROADCAST LTD.,NEWS18 GOA,ENGLISH/HINDI AND ALL SCHEDULED INDAIN LANGUAGE,0,,,,,,,
472,TV 18 BROADCAST LTD.,NEWS18 J&K,ENGLISH/HINDI AND ALL SCHEDULED INDAIN LANGUAGE,0,,,,,,,
473,TV 18 BROADCAST LTD.,News18 Bharat (earlier NEWS18 PUNJAB),ENGLISH/HINDI AND ALL SCHEDULED INDAIN LANGUAGE,0,,,,,,,
474,TV 18 BROADCAST LTD.,"News18 India (earlier KHABAR 18, Earlier IBN 7 & JTV Channel-7)",HINDI/ENGLISH/INDIAN LANGUAGES,0,,,,,,,
475,TV 18 HOME SHOPPING NETWORK PVT LTD,HomeShop,HINDI AND ENGLISH,0,,,,,,,
476,TV LIVE INDIA PRIVATE LIMITED,NEPAL 1 (EARLIER KNOWN AS TV LIVE),"HINDI, ENGLISH, BHOJPURI & NEPALI",0,,,,,,,
477,TV TODAY NETWORK LIMITED,AAJTAK DESH,"Bengali, English, Gujarati, Hindi, Kannada, Malayalam, Marathi, Oriya, Punjabi, Tamil, Telugu, Urdu",0,,,,,,,
478,TV VISION PVT. LTD.,MASTIII,HINDI,0,,,,,,,
479,TWO STAR MEDIA PVT.LTD.,Sakhi TV (earlier CHANNEL 5),"PUNJABI, HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
480,UBJ BROADCASTING PRIVATE LIMITED,DHAMAAL,HINDI,0,,,,,,,
481,UNISSION NETWORK MEDIA PVT.LTD.,Tirupathi,HINDI,0,,,,,,,
482,V S BROADCASTING PVT. LT.,OK MUSIC (EARLIER V S ENTERTAINMENT),HINDI & ALL INDIAN SCHEDULED LANGUAGE,0,,,,,,,
483,V S BROADCASTING PVT. LT.,TORAN TV (EARLIER VS TV),HINDI & ALL INDIAN SCHEDULED LANGUAGE,0,,,,,,,
484,VAARTHA BROADCASTING LTD,NO.1 NEWS (EARLIER VAARTHA),TELUGU,0,,,,,,,
485,VALUE VISION BROADCASTING PRIVATE LIMITED,POWER VISION,MALAYALAM/ ENGLISH/ HINDI,0,,,,,,,
486,VARUN MEDIA PRIVATE LIMITED,"BFLIX MOVIES (EARLIER ROYAL TV , GOOD LIFE )",HINDI/ ENLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
487,VARUN MEDIA PRIVATE LIMITED,ISHWAR BHAKTI (EARLIER SUKH SAGAR),HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
488,VASANTH AND CO MEDIA NETWORK PRIVATE LIMITED,VASANTH,TAMIL,0,,,,,,,
489,VEDIC BROADCASTINGS LIMITED,AASTHA,HINDI,0,,,,,,,
490,VEDIC BROADCASTINGS LIMITED,AASTHA BHAJAN,"HINDI , ENGLISH & ALL INDIAN LANGUAGE",0,,,,,,,
491,VEDIC BROADCASTINGS LIMITED,Aastha Kannada,"HINDI , ENGLISH & ALL INDIAN LANGUAGE",0,,,,,,,
492,VEDIC BROADCASTINGS LIMITED,Aastha Tamil,"HINDI , ENGLISH & ALL INDIAN LANGUAGE",0,,,,,,,
493,VEDIC BROADCASTINGS LIMITED,Aastha Telugu,"HINDI , ENGLISH & ALL INDIAN LANGUAGE",0,,,,,,,
494,VEDIC BROADCASTINGS LIMITED,VEDIC,HINDI/ GUJARATI/ OTHER INDIAN LANGUAGES AND ENGLISH,0,,,,,,,
495,VEECON MEDIA AND BROADCASTING PVT LTD,HTN News,HINDI/ ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
496,VEECON MEDIA AND BROADCASTING PVT LTD,KATYAYANI,HINDI/ ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
497,VERTENT MEDIA SOFT PRIVATE LIMITED,SHAGUN (EARLIER PRABHAT NEWS UTTRAKHAND),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
498,VIACOM 18 MEDIA PRIVATE LIMITED,MTV INDIES (EARLIER COLORS INTERNATIONAL/ V.18 MOVIES),HINDI/ ENGLISH/ TAMIL/ TELUGU,0,,,,,,,
499,VIACOM 18 MEDIA PRIVATE LIMITED,BDM,HINDI/ ENGLISH/ GUJRATI AND OTHER INDIAN REGIONAL,0,,,,,,,
500,VIACOM 18 MEDIA PRIVATE LIMITED,Connected,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
501,VIACOM 18 MEDIA PRIVATE LIMITED,ECO-LUTION,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
502,VIACOM 18 MEDIA PRIVATE LIMITED,HAWA MAHAL,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
503,VIACOM 18 MEDIA PRIVATE LIMITED,IMIX,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
504,VIACOM 18 MEDIA PRIVATE LIMITED,MY TUBE,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
505,VIACOM 18 MEDIA PRIVATE LIMITED,PICK-A-TRICK,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
506,VIACOM 18 MEDIA PRIVATE LIMITED,STORY CITY,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
507,VIACOM 18 MEDIA PRIVATE LIMITED,TREBLE,HINDI/ ENGLISH/ AND OTHER INDIAN REGIONAL,0,,,,,,,
508,VIKAAS TV ALLIANCE PVT LTD,NIRMANA,HINDI/ ENGLISH/ GUJRATI AND OTHER INDIAN LANGUAGE,0,,,,,,,
509,VIKAAS TV ALLIANCE PVT LTD,VIKAAS TV,GUJARATI/ HINDI/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
510,VIL MEDIA PVT. LTD,V6,TELUGU,0,,,,,,,
511,VINMEHTA FILMS PRIVATE LIMITED,KHABRAIN ABHI TAK(ABHI TAK),HINDI/ DIALECTS,0,,,,,,,
512,VINTAGE STUDIO PVT LTD,FM NEWS (EARLIER LIVING INDIA AYUR LIVING INDIA),HINDI/ ENGLISH,0,,,,,,,
513,VISION CORPORATION LIMITED,"HOUSEFULL MOVIES (EARLIER VISION TV, VISION TV MUSIC)",HINDI/ DIALECTS,0,,,,,,,
514,VISION CORPORATION LIMITED,Movie Plus,Hindi,0,,,,,,,
515,VISION CORPORATION LIMITED,MULTIPLEX (EARLIER VISION TV SHIKSHA),HINDI/ DIALECTS,0,,,,,,,
516,VRL MEDIA LIMITED,DIGHVIJAY TV 24X 7 NEWS (EARLIER DIGHVIJAY TV),HINDI/ ENGLISH /KANNADA/ ALL INDIAN REGIONAL LANGUAGE,0,,,,,,,
517,WIN TV PRIVATE LIMITED,Channel win,"HINDI,ENGLISH & ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
518,WRITEMEN MEDIA PRIVATE LIMITED,Public Movies (earlier Public Comedy),Kannada,0,,,,,,,
519,WRITEMEN MEDIA PRIVATE LIMITED,Public Music,KANNADA,0,,,,,,,
520,WRITEMEN MEDIA PRIVATE LIMITED,Public TV(TOP TV /KARNATAKA NEWS 24X7),KANNADA,0,,,,,,,
521,YASH BROADCASTING INDUSTRIES PRIVATE LIMITED,JANASRI,HINDI/ ENGLISH/ PUNJABI,0,,,,,,,
522,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,Saral Jeevan (earlier GREEN / SAMACHAR 365),HINDI/ ENGLISH/ MARATHI,0,,,,,,,
523,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,"Swaraj Express (Earlier NEWS TIME 24X7, JANSANDESH PLUS, FAST NEWS)",HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
524,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,TTC (earlier JANADESH),HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
525,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,YO TV (Earlier YO MUSIC),HINDI/ PUNJABI/ ENGLISH,0,,,,,,,
526,YASH TECHNO MEDIA PVT.LTD.,Suddhi TV(Earlier: MAHA BODHI CHANNEL (earlier REPORTER MAHARASHTRA) ),HINDI & ENGLISH,0,,,,,,,
527,YASH TELE NETWORK PRIVATE LIMITED,"Chitrapat Marathi (Earlier PEARLS NEWS-MADHYA PRADESH- CHATITISGARH , earlier PEARLS KANNADA)",HINDI/ ENGLISH/ ALL OTHER INDIAN LANGUAGES,0,,,,,,,
528,YASH TV ENTERTAINEMENT PVT.LTD.,"PROTIDIN TIME (earlier KHABAR 365 DIN, REPORTER HARYANA)","HINDI, ENGLISH & ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
529,YASH TV MEDIA PRIVATE LIMITED,Pearls Haryana Express (earlier Pearls NCR-Haryana-Rajasthan /PEARLS PUNJABI),HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
530,YELAMANCHILI TV PVT. LTD,YONE TV,ALL HINDI LANGUAGES,0,,,,,,,
531,YOGI NETWORKS LTD,GYANA YOGI (Earlier BRINDAVAN TV),"TAMIL ENGLISH, HINDI, AND OTHER SOUTH INDIAN LANGUAGES",0,,,,,,,
532,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,BULAND NEWS SAMACHAR PLUS (earlier LPS TV/ERA NEWS),"HINDI, ENGLISH, PUNJABI AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
533,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,"HNN 24x7 (earlier Hindustan News Earlier GET PUNJABI, NEWS CHAKRA)","HINDI, ENGLISH, PUNJABI AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
534,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,"Kalki TV (earlier Satyaveeda TV, BHOJPURIA TV ,ERA CHANNEL)","HINDI, BHOJPURI, PUNJABI, ENGLISH AND ALL OTHER INDIAN SCHEDULED LANGUAGES",0,,,,,,,
535,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Salvation (earlier KALASH TV /ERA MOVIES),"HINDI, ENGLISH, PUNJABI AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
536,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Samachar Plus Rajasthan (earlier Buland News),"Hindi, English, Punjabi & all other Idian scheduled languages",0,,,,,,,
537,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Vaa Movies (earlier GSI / ERA SPORTS then Fight Sports),"ENGLISH, HINDI AND IN SELECTED CASES, SUBTITLED OR DUCCED IN LOCAL LANGUAGES",0,,,,,,,
538,Zee Entertainment Enterprises Limited,BIG GANGA TALKIES (Earlier BIG GAURAV),MARATHI,0,,,,,,,
539,Zee Entertainment Enterprises Limited,Big Magic HD (Earlier known as Big Magic UP /BIG BONDHON),BANGLA,0,,,,,,,
540,Zee Entertainment Enterprises Limited,Big Magic Punjab (Earlier known Big Magic MP /BIG FAMILY),HINDI,0,,,,,,,
541,Zee Entertainment Enterprises Limited,"Big Thrill (earlier- Big RTL Thrill, Imagine Showbiz )",ENGLISH/ HINDI,0,,,,,,,
542,ZEUS NETWORKING PRIVATE LIMITED,PLANET NEWS (earlier ZEUS NEWS),ALL INDIAN LANGUAGES,0,,,,,,,
543,ZONET CABLE TV PRIVATE LIMITED,ZONET,ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
544,Zee Media Corporation Limited ,Ezmall.com,ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
545,LCGC Broadcasting (India) Private Ltd,6TV,Telugu and other Indian Regional Languages,0,,,,,,,
546,LCGC Broadcasting (India) Private Ltd,6TV Telangana,Telugu and other Indian regional languages,0,,,,,,,
547,Sahasra Television Pvt. Ltd.,Bhaarat Today,Telugu,0,,,,,,,
548,BBC GLOBAL NEWS INDIA PVT. LTD,CBeebies,ENGLISH,0,,,,,,,
549,IN10 Media Pvt. Ltd,Epic HD,"Hindi, English and all scheduled Indian languages",0,,,,,,,
550,IN10 Media Pvt. Ltd,SHOWBOX,"Hindi, English and all scheduled Indian languages",0,,,,,,,
551,Pen Music Private Limited,ISSAQ,Hindi,0,,,,,,,
552,Pen Music Private Limited,Play My Movie,Hindi,0,,,,,,,
553,Pen Music Private Limited,Play My Song,Hindi,0,,,,,,,
554,Ishwar Media Private Limited,Ishwar Bhajan,"Hindi, English and other Indian scheduled languages",0,,,,,,,
555,Mahesh Hardware & Pipes Pvt. Ltd,Jivan TV (with the tagline- Ke Har Modpar),"Hindi, English & all scheduled Indian languages",0,,,,,,,
556,Love India Entertainment Private Limited,Love World,"Hindi, English & all scheduled Indian languages",0,,,,,,,
557,Sidharth Broadcasting Pvt. Ltd,Sidharth TV,"ODIA, English and all other Indian scheduled languages",0,,,,,,,
558,AVANTI MEDIA LIMITED,TV 100 National,"Hindi, English and Dialects",0,,,,,,,
